Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
25.47,24.85,24.4,NO MAX_MODE,2022-07-06 12:04:20.460255
25.264,25.1,26.9,NO MAX_MODE,2022-07-06 12:09:52.211417
25.782,26.15,NO MODE,NO MAX_MODE,2022-07-06 12:12:57.241197
25.164,25.25,NO MODE,NO MAX_MODE,2022-07-06 14:03:26.124189
25.32,25.75,26.4,NO MAX_MODE,2022-07-06 15:02:26.829209
26.498,27.1,27.5,NO MAX_MODE,2022-07-06 16:02:35.439393
24.94,24.55,NO MODE,NO MAX_MODE,2022-07-06 16:22:27.300374
25.31,25.0,26.2,NO MAX_MODE,2022-07-06 16:40:07.736723
24.244,24.05,NO MODE,NO MAX_MODE,2022-07-06 17:51:37.690903
26.362000000000002,26.5,NO MODE,NO MAX_MODE,2022-07-06 18:05:24.006557
25.72,25.2,NO MODE,NO MAX_MODE,2022-07-06 18:50:01.084534
26.128,25.9,25.5,NO MAX_MODE,2022-07-06 19:10:09.566398
27.404,27.4,27.3,NO MAX_MODE,2022-07-06 19:24:13.718903
27.164,27.45,27.6,NO MAX_MODE,2022-07-06 20:41:40.428908
27.124,27.3,27.5,NO MAX_MODE,2022-07-06 21:37:36.965598
25.778,26.6,26.8,NO MAX_MODE,2022-07-07 01:34:40.839131
26.902,27.6,27.9,NO MAX_MODE,2022-07-07 01:40:56.404419
27.902,27.9,27.9,NO MAX_MODE,2022-07-07 01:50:09.183720
28.576,28.5,28.4,NO MAX_MODE,2022-07-07 02:02:43.188695
27.308,27.45,NO MODE,NO MAX_MODE,2022-07-07 02:55:38.008576
27.096,27.75,28.2,NO MAX_MODE,2022-07-07 05:25:31.572584
27.616,27.75,27.8,NO MAX_MODE,2022-07-07 05:44:22.459139
29.02,29.4,30.0,NO MAX_MODE,2022-07-07 05:59:01.817271
28.7,28.75,NO MODE,NO MAX_MODE,2022-07-07 06:06:21.778215
28.002,28.2,NO MODE,NO MAX_MODE,2022-07-07 08:39:59.123782
25.522,25.65,25.9,NO MAX_MODE,2022-07-15 16:28:03.536892
25.452,25.45,25.6,NO MAX_MODE,2022-07-15 16:36:12.484081
25.638,25.4,24.6,NO MAX_MODE,2022-07-15 16:44:34.082123
25.126,24.8,24.9,NO MAX_MODE,2022-07-15 16:57:41.758618
25.34,25.1,24.6,NO MAX_MODE,2022-07-15 17:26:06.338988
25.852,25.7,25.7,NO MAX_MODE,2022-07-15 17:56:25.941705
24.696,24.25,24.0,NO MAX_MODE,2022-07-15 18:09:08.854822
25.454,25.4,26.6,NO MAX_MODE,2022-07-15 18:29:19.651473
25.784,25.7,NO MODE,NO MAX_MODE,2022-07-15 19:07:14.622523
25.944,26.05,NO MODE,NO MAX_MODE,2022-07-15 19:21:48.485421
26.39,26.3,NO MODE,NO MAX_MODE,2022-07-15 19:33:18.627474
26.6,26.8,NO MODE,NO MAX_MODE,2022-07-15 19:46:55.920387
25.114,25.2,24.8,NO MAX_MODE,2022-07-15 19:54:14.781247
26.784,27.05,NO MODE,NO MAX_MODE,2022-07-15 20:12:20.750519
27.368,27.5,27.5,NO MAX_MODE,2022-07-15 20:28:52.053200
26.18,26.1,28.3,NO MAX_MODE,2022-07-15 21:20:35.646514
25.592,25.85,NO MODE,NO MAX_MODE,2022-07-15 21:28:16.746894
26.95,27.0,NO MODE,NO MAX_MODE,2022-07-15 21:42:47.185232
25.31,25.75,NO MODE,NO MAX_MODE,2022-07-15 22:26:48.039344
26.412,26.3,26.4,NO MAX_MODE,2022-07-16 01:22:45.598289
25.84,26.0,26.0,NO MAX_MODE,2022-07-16 05:03:27.789786
25.022,25.2,26.2,NO MAX_MODE,2022-07-16 10:43:46.453060
26.57,27.1,27.2,NO MAX_MODE,2022-07-16 11:12:24.020397
26.48,26.45,24.9,NO MAX_MODE,2022-07-16 11:15:31.798182
26.366,26.45,NO MODE,NO MAX_MODE,2022-07-16 13:00:35.080148
26.564,26.6,26.2,NO MAX_MODE,2022-07-16 13:10:16.912051
27.152,27.5,NO MODE,NO MAX_MODE,2022-07-16 13:25:29.406873
27.476,27.799999999999997,28.4,NO MAX_MODE,2022-07-16 15:28:40.854696
26.502,26.05,NO MODE,NO MAX_MODE,2022-07-16 15:32:45.330134
28.328,28.25,29.5,NO MAX_MODE,2022-07-16 15:37:56.501409
27.286,27.5,28.5,NO MAX_MODE,2022-07-16 15:44:34.404597
27.236,27.1,27.0,NO MAX_MODE,2022-07-16 16:02:50.288711
27.316,27.2,27.1,NO MAX_MODE,2022-07-16 16:08:45.156783
27.658,27.85,NO MODE,NO MAX_MODE,2022-07-16 16:23:14.950080
25.33,25.3,23.9,NO MAX_MODE,2022-07-16 16:37:43.191749
27.636,27.95,26.1,NO MAX_MODE,2022-07-16 16:57:06.333936
28.138,28.1,28.0,NO MAX_MODE,2022-07-16 17:02:40.499733
27.52,27.65,27.7,NO MAX_MODE,2022-07-16 17:08:40.224323
26.47,26.15,24.7,NO MAX_MODE,2022-07-16 17:12:14.858048
27.25,27.7,28.3,NO MAX_MODE,2022-07-16 17:17:40.238452
28.88,28.9,28.6,NO MAX_MODE,2022-07-16 17:24:37.633513
27.637999999999998,27.65,NO MODE,NO MAX_MODE,2022-07-16 17:37:10.748517
